id,home_score,away_score,weather,temperature,humidity,referee,home_team,home_01,home_02,home_03,home_04,home_05,home_06,home_07,home_08,home_09,home_10,home_11,away_team,away_01,away_02,away_03,away_04,away_05,away_06,away_07,away_08,away_09,away_10,away_11
14003,0,1,雨,13.3,86%,西村　雄一,鹿島アントラーズ,曽ヶ端　準,新井場　徹,岩政　大樹,中田　浩二,アレックス,柴崎　岳,増田　誓志,小笠原　満男,遠藤　康,大迫　勇也,ジュニーニョ,川崎フロンターレ,西部　洋平,實藤　友紀,ジェシ,森下　俊,小宮山　尊信,中村　憲剛,柴崎　晃誠,田坂　祐介,山瀬　功治,レナト,小松　塁
14020,1,2,曇,4.6,56%,家本　政明,ガンバ大阪,藤ヶ谷　陽介,加地　亮,中澤　聡太,今野　泰幸,藤春　廣輝,武井　択也,遠藤　保仁,二川　孝広,パウリーニョ,ラフィーニャ,イ　スンヨル,ジュビロ磐田,八田　直樹,駒野　友一,チョ　ビョングク,藤田　義明,金沢　浄,小林　裕紀,山本　康裕,山田　大記,松浦　拓弥,菅沼　実,前田　遼一
14023,1,1,雨,10.0,65%,家本　政明,浦和レッズ,加藤　順大,坪井　慶介,永田　充,槙野　智章,平川　忠亮,鈴木　啓太,阿部　勇樹,梅崎　司,柏木　陽介,矢島　慎也,ポポ,川崎フロンターレ,安藤　駿介,田中　裕介,ジェシ,森下　俊,小宮山　尊信,中村　憲剛,柴崎　晃誠,田坂　祐介,山瀬　功治,レナト,小松　塁
14076,2,1,晴,27.9,47%,今村　義朗,横浜Ｆ・マリノス,飯倉　大樹,小林　祐三,栗原　勇蔵,中澤　佑二,ドゥトラ,富澤　清太郎,兵藤　慎剛,中村　俊輔,齋藤　学,小野　裕二,大黒　将志,コンサドーレ札幌,李　昊乗,日高　拓磨,ジェイド　ノース,櫛引　一紀,岩沼　俊介,河合　竜二,宮澤　裕樹,古田　寛幸,近藤　祐介,高木　純平,前田　俊介
14081,2,3,晴,19.0,48%,吉田　寿光,名古屋グランパス,楢﨑　正剛,石櫃　洋祐,ダニエル,田中　マルクス闘莉王,三都主　アレサンドロ,中村　直志,ダニルソン,藤本　淳吾,玉田　圭司,金崎　夢生,ケネディ,川崎フロンターレ,西部　洋平,田中　裕介,井川　祐輔,森下　俊,登里　享平,稲本　潤一,中村　憲剛,大島　僚太,田坂　祐介,楠神　順平,矢島　卓郎
14086,1,1,晴,26.1,29%,高山　啓義,サガン鳥栖,赤星　拓,丹羽　竜平,キム　クナン,小林　久晃,呂　成海,岡本　知剛,藤田　直之,水沼　宏太,金　民友,野田　隆之介,池田　圭,大宮アルディージャ,北野　貴之,片岡　洋介,深谷　友基,菊地　光将,下平　匠,カルリーニョス,青木　拓矢,渡邉　大剛,曺　永哲,東　慶悟,長谷川　悠
14091,0,1,晴,14.4,42%,西村　雄一,ヴィッセル神戸,徳重　健太,奥井　諒,イ　グァンソン,北本　久仁衛,相馬　崇人,朴　康造,大屋　翼,伊野波　雅彦,小川　慶治朗,野沢　拓也,吉田　孝行,名古屋グランパス,楢﨑　正剛,田中　隼磨,田中　マルクス闘莉王,増川　隆洋,阿部　翔平,小川　佳純,ダニルソン,藤本　淳吾,永井　謙佑,ケネディ,玉田　圭司
14099,4,0,晴,19.1,43%,家本　政明,ベガルタ仙台,林　卓人,菅井　直樹,鎌田　次郎,上本　大海,田村　直也,富田　晋伍,角田　誠,関口　訓充,梁　勇基,ウイルソン,赤嶺　真吾,名古屋グランパス,楢﨑　正剛,田中　隼磨,田中　マルクス闘莉王,増川　隆洋,阿部　翔平,田口　泰士,ダニルソン,藤本　淳吾,永井　謙佑,ケネディ,玉田　圭司
14125,0,0,晴,22.3,71%,西村　雄一,浦和レッズ,加藤　順大,坪井　慶介,永田　充,槙野　智章,宇賀神　友弥,小島　秀仁,阿部　勇樹,梅崎　司,柏木　陽介,マルシオ　リシャルデス,原口　元気,ベガルタ仙台,林　卓人,菅井　直樹,鎌田　次郎,渡辺　広大,朴　柱成,富田　晋伍,角田　誠,太田　吉彰,梁　勇基,中原　貴之,柳沢　敦
14147,3,5,晴,27.0,80%,西村　雄一,清水エスパルス,林　彰洋,吉田　豊,岩下　敬輔,カルフィン　ヨン　ア　ピン,李　記帝,村松　大輔,河井　陽介,大前　元紀,小野　伸二,アレックス,高原　直泰,柏レイソル,菅野　孝憲,増嶋　竜也,近藤　直也,那須　大亮,橋本　和,レアンドロ　ドミンゲス,栗澤　僚一,澤　昌克,茨田　陽生,ジョルジ　ワグネル,田中　順也
14153,0,1,曇,28.7,75%,佐藤　隆治,セレッソ大阪,キム　ジンヒョン,茂庭　照幸,藤本　康太,丸橋　祐介,酒本　憲幸,扇原　貴宏,山口　螢,ブランキーニョ,柿谷　曜一朗,ケンペス,播戸　竜二,鹿島アントラーズ,曽ヶ端　準,西　大伍,岩政　大樹,山村　和也,新井場　徹,小笠原　満男,柴崎　岳,ドゥトラ,遠藤　康,大迫　勇也,興梠　慎三
14174,2,1,屋内,24.3,63%,村上　伸次,コンサドーレ札幌,杉山　哲,日高　拓磨,奈良　竜樹,金　載桓,岩沼　俊介,山本　真希,宮澤　裕樹,砂川　誠,ハモン,古田　寛幸,テレ,ベガルタ仙台,林　卓人,菅井　直樹,鎌田　次郎,渡辺　広大,田村　直也,松下　年宏,梁　勇基,太田　吉彰,関口　訓充,柳沢　敦,ウイルソン
14176,2,1,曇,26.9,87%,井上　知大,鹿島アントラーズ,曽ヶ端　準,西　大伍,岩政　大樹,青木　剛,新井場　徹,柴崎　岳,小笠原　満男,レナト,ドゥトラ,興梠　慎三,大迫　勇也,ジュビロ磐田,八田　直樹,駒野　友一,宮崎　智彦,菅沼　駿哉,藤田　義明,ロドリゴ　ソウト,小林　裕紀,山田　大記,松浦　拓弥,山崎　亮平,前田　遼一
14180,3,2,曇,28.1,82%,福島　孝一郎,横浜Ｆ・マリノス,飯倉　大樹,小林　祐三,栗原　勇蔵,中澤　佑二,ドゥトラ,富澤　清太郎,兵藤　慎剛,中村　俊輔,小野　裕二,マルキーニョス,大黒　将志,アルビレックス新潟,東口　順昭,藤田　征也,大井　健太郎,石川　直樹,村上　佑介,三門　雄大,菊地　直哉,田中　亜土夢,アラン　ミネイロ,平井　将生,ミシェウ
14182,1,0,晴,27.6,80%,飯田　淳平,ヴィッセル神戸,徳重　健太,奥井　諒,北本　久仁衛,伊野波　雅彦,相馬　崇人,田中　英雄,橋本　英郎,野沢　拓也,小川　慶治朗,田代　有三,大久保　嘉人,浦和レッズ,加藤　順大,坪井　慶介,永田　充,槙野　智章,平川　忠亮,鈴木　啓太,阿部　勇樹,梅崎　司,柏木　陽介,マルシオ　リシャルデス,原口　元気
14190,0,5,曇,26.1,89%,家本　政明,名古屋グランパス,楢﨑　正剛,田中　隼磨,ダニエル,増川　隆洋,石櫃　洋祐,田口　泰士,ダニルソン,藤本　淳吾,小川　佳純,永井　謙佑,金崎　夢生,ガンバ大阪,藤ヶ谷　陽介,岩下　敬輔,丹羽　大輝,今野　泰幸,藤春　廣輝,明神　智和,遠藤　保仁,二川　孝広,倉田　秋,レアンドロ,佐藤　晃大
14191,0,1,曇,27.0,71%,東城　穣,サガン鳥栖,奥田　達朗,丹羽　竜平,キム　クナン,呂　成海,磯崎　敬太,高橋　義希,藤田　直之,水沼　宏太,金　民友,早坂　良太,豊田　陽平,清水エスパルス,山本　海人,平岡　康裕,カルフィン　ヨン　ア　ピン,李　記帝,村松　大輔,杉山　浩太,河井　陽介,大前　元紀,高木　俊幸,石毛　秀樹,金　賢聖
14197,7,2,晴,29.6,63%,廣瀬　格,ガンバ大阪,藤ヶ谷　陽介,岩下　敬輔,丹羽　大輝,今野　泰幸,藤春　廣輝,明神　智和,遠藤　保仁,二川　孝広,倉田　秋,レアンドロ,佐藤　晃大,コンサドーレ札幌,杉山　哲,日高　拓磨,奈良　竜樹,金　載桓,岩沼　俊介,山本　真希,宮澤　裕樹,古田　寛幸,ハモン,砂川　誠,内村　圭宏
14201,0,2,屋内,23.5,71%,飯田　淳平,コンサドーレ札幌,杉山　哲,日高　拓磨,金　載桓,ジェイド　ノース,岩沼　俊介,山本　真希,宮澤　裕樹,古田　寛幸,ハモン,高木　純平,内村　圭宏,清水エスパルス,山本　海人,河井　陽介,平岡　康裕,カルフィン　ヨン　ア　ピン,李　記帝,村松　大輔,杉山　浩太,八反田　康平,大前　元紀,金　賢聖,高木　俊幸
14210,1,0,晴,27.8,62%,井上　知大,大宮アルディージャ,北野　貴之,村上　和弘,菊地　光将,河本　裕之,下平　匠,カルリーニョス,金澤　慎,青木　拓矢,曺　永哲,東　慶悟,ノヴァコヴィッチ,サガン鳥栖,赤星　拓,丹羽　竜平,キム　クナン,呂　成海,磯崎　敬太,早坂　良太,岡本　知剛,藤田　直之,金　民友,池田　圭,豊田　陽平
14211,3,1,晴,26.3,84%,前田　拓哉,柏レイソル,菅野　孝憲,藤田　優人,増嶋　竜也,近藤　直也,橋本　和,レアンドロ　ドミンゲス,栗澤　僚一,大谷　秀和,ジョルジ　ワグネル,澤　昌克,工藤　壮人,コンサドーレ札幌,髙原　寿康,日高　拓磨,奈良　竜樹,金　載桓,岩沼　俊介,山本　真希,河合　竜二,古田　寛幸,ハモン,高木　純平,内村　圭宏
14212,2,2,晴,27.6,71%,飯田　淳平,川崎フロンターレ,杉山　力裕,田中　裕介,實藤　友紀,井川　祐輔,山越　享太郎,風間　宏希,大島　僚太,中村　憲剛,登里　享平,山瀬　功治,風間　宏矢,鹿島アントラーズ,曽ヶ端　準,西　大伍,岩政　大樹,青木　剛,新井場　徹,小笠原　満男,柴崎　岳,ドゥトラ,レナト,大迫　勇也,興梠　慎三
14228,0,0,曇,27.8,65%,福島　孝一郎,大宮アルディージャ,北野　貴之,村上　和弘,菊地　光将,河本　裕之,下平　匠,カルリーニョス,青木　拓矢,金澤　慎,ズラタン,東　慶悟,ノヴァコヴィッチ,横浜Ｆ・マリノス,榎本　哲也,小林　祐三,栗原　勇蔵,中澤　佑二,ドゥトラ,富澤　清太郎,熊谷　アンドリュー,兵藤　慎剛,中村　俊輔,小野　裕二,齋藤　学
14230,2,1,晴,28.1,55%,佐藤　隆治,ＦＣ東京,権田　修一,徳永　悠平,森重　真人,高橋　秀人,椋原　健太,米本　拓司,長谷川　アーリアジャスール,石川　直宏,梶山　陽平,ルーカス,エジミウソン,ジュビロ磐田,八田　直樹,駒野　友一,宮崎　智彦,菅沼　駿哉,藤田　義明,ロドリゴ　ソウト,小林　裕紀,山田　大記,松浦　拓弥,菅沼　実,前田　遼一
14231,1,0,晴,25.4,64%,岡部　拓人,川崎フロンターレ,杉山　力裕,田中　裕介,實藤　友紀,ジェシ,山越　享太郎,風間　宏希,中村　憲剛,風間　宏矢,大島　僚太,山瀬　功治,楠神　順平,コンサドーレ札幌,髙原　寿康,ジェイド　ノース,宮澤　裕樹,金　載桓,岩沼　俊介,古田　寛幸,山本　真希,河合　竜二,岡本　賢明,ハモン,内村　圭宏
14253,1,2,晴,15.6,86%,飯田　淳平,サンフレッチェ広島,西川　周作,森脇　良太,千葉　和彦,水本　裕貴,ミキッチ,青山　敏弘,森﨑　和幸,清水　航平,森﨑　浩司,髙萩　洋次郎,佐藤　寿人,柏レイソル,菅野　孝憲,クォン　ハンジン,増嶋　竜也,那須　大亮,橋本　和,澤　昌克,茨田　陽生,大谷　秀和,ジョルジ　ワグネル,工藤　壮人,田中　順也
14258,1,1,晴,21.8,44%,家本　政明,ジュビロ磐田,八田　直樹,駒野　友一,山本　脩斗,菅沼　駿哉,チョ　ビョングク,ロドリゴ　ソウト,山田　大記,菅沼　実,藤田　義明,前田　遼一,ハン　サンウン,ベガルタ仙台,林　卓人,菅井　直樹,鎌田　次郎,上本　大海,朴　柱成,松下　年宏,富田　晋伍,太田　吉彰,梁　勇基,ウイルソン,赤嶺　真吾
14280,0,2,雨,18.1,98%,西村　雄一,ジュビロ磐田,八田　直樹,駒野　友一,山本　脩斗,チョ　ビョングク,藤田　義明,ロドリゴ　ソウト,小林　裕紀,山田　大記,山本　康裕,金園　英学,前田　遼一,名古屋グランパス,楢﨑　正剛,ダニエル,田中　マルクス闘莉王,増川　隆洋,田中　隼磨,田口　泰士,ダニルソン,藤本　淳吾,三都主　アレサンドロ,小川　佳純,玉田　圭司
14295,4,1,雨,5.3,52%,木村　博之,アルビレックス新潟,黒河　貴矢,坪内　秀介,鈴木　大輔,石川　直樹,金　珍洙,三門　雄大,本間　勲,藤田　征也,田中　亜土夢,アラン　ミネイロ,ブルーノ　ロペス,コンサドーレ札幌,髙原　寿康,櫛引　一紀,河合　竜二,奈良　竜樹,前　貴之,山本　真希,芳賀　博信,岩沼　俊介,古田　寛幸,岡本　賢明,内村　圭宏
14296,0,0,晴,11.3,31%,吉田　寿光,清水エスパルス,山本　海人,河井　陽介,平岡　康裕,カルフィン　ヨン　ア　ピン,李　記帝,村松　大輔,杉山　浩太,小林　大悟,大前　元紀,金　賢聖,高木　俊幸,大宮アルディージャ,北野　貴之,渡部　大輔,菊地　光将,河本　裕之,下平　匠,渡邉　大剛,青木　拓矢,金澤　慎,曺　永哲,東　慶悟,ノヴァコヴィッチ
14298,2,2,曇時々晴,8.9,48%,高山　啓義,セレッソ大阪,キム　ジンヒョン,茂庭　照幸,藤本　康太,丸橋　祐介,山下　達也,シンプリシオ,枝村　匠馬,横山　知伸,ヘベルチ,南野　拓実,杉本　健勇,川崎フロンターレ,西部　洋平,實藤　友紀,井川　祐輔,ジェシ,登里　享平,田中　裕介,風間　宏希,中村　憲剛,山瀬　功治,レナト,小林　悠
14307,2,0,曇,7.1,48%,今村　義朗,ジェフユナイテッド千葉,岡本　昌弘,武田　英二郎,竹内　彬,山口　智,坂本　將貴,伊藤　大介,佐藤　勇人,兵働　昭弘,佐藤　健太郎,深井　正樹,藤田　祥史,モンテディオ山形,清水　健太,小林　亮,西河　翔吾,前田　和哉,石川　竜也,北村　知隆,宮阪　政樹,船山　祐二,山﨑　雅人,萬代　宏樹,中島　裕希
14316,0,0,晴,8.9,44%,小川　直仁,ギラヴァンツ北九州,佐藤　優也,宮本　亨,登尾　顕徳,キローラン　木鈴,新井　涼平,関　光博,森村　昂太,木村　祐志,安田　晃大,端戸　仁,池元　友樹,ファジアーノ岡山,中林　洋次,一柳　夢吾,後藤　圭太,植田　龍仁朗,澤口　雅彦,関戸　健二,仙石　廉,服部　公太,桒田　慎一朗,金　民均,チアゴ
14318,1,3,曇,10.6,50%,吉田　寿光,東京ヴェルディ,柴崎　貴広,森　勇介,土屋　征夫,高橋　祥平,和田　拓也,小池　純輝,小林　祐希,中後　雅喜,西　紀寛,阿部　拓馬,ジョジマール,ヴァンフォーレ甲府,荻　晃太,福田　健介,山本　英臣,ドウグラス,佐々木　翔,柏　好文,保坂　一成,伊東　輝悦,堀米　勇輝,高崎　寛之,ダヴィ
14319,0,0,晴,10.1,54%,窪田　陽輔,横浜ＦＣ,関　憲太郎,杉山　新,渡邉　将基,ペ　スンジン,阿部　巧,ホベルト,八角　剛史,内田　智也,髙地　系治,難波　宏明,大久保　哲哉,愛媛ＦＣ,秋元　陽太,アライール,園田　拓也,浦田　延尚,内田　健太,村上　巧,トミッチ,大山　俊輔,前野　貴徳,小笠原　侑生,有田　光希
14322,3,2,雨,6.7,66%,松尾　一,モンテディオ山形,清水　健太,小林　亮,西河　翔吾,前田　和哉,石川　竜也,秋葉　勝,宮阪　政樹,船山　祐二,山﨑　雅人,萬代　宏樹,中島　裕希,大分トリニータ,清水　圭介,土岐田　洸平,阪田　章裕,作田　裕次,三平　和司,村井　慎二,宮沢　正史,石神　直哉,チェ　ジョンハン,森島　康仁,小手川　宏基
14328,1,4,雨,10.6,85%,岡部　拓人,カターレ富山,鶴田　達也,足助　翔,福田　俊介,池端　陽介,吉川　拓也,加藤　弘堅,大西　容平,西川　優大,明堂　和也,ソ　ヨンドク,黒部　光昭,東京ヴェルディ,柴崎　貴広,森　勇介,土屋　征夫,高橋　祥平,和田　拓也,西　紀寛,小林　祐希,梶川　諒太,飯尾　一慶,阿部　拓馬,ジョジマール
14331,3,0,雨,8.8,88%,福島　孝一郎,ジェフユナイテッド千葉,岡本　昌弘,渡邊　圭二,竹内　彬,山口　智,大岩　一貴,田中　佑昌,佐藤　勇人,兵働　昭弘,佐藤　健太郎,深井　正樹,藤田　祥史,横浜ＦＣ,関　憲太郎,杉山　新,渡邉　将基,堀之内　聖,阿部　巧,八角　剛史,佐藤　謙介,内田　智也,髙地　系治,難波　宏明,田原　豊
14338,2,1,晴,10.4,47%,大西　弘幸,湘南ベルマーレ,阿部　伸行,鎌田　翔雅,遠藤　航,大野　和成,古林　将太,ハン　グギョン,永木　亮太,高山　薫,菊池　大介,馬場　賢治,岩上　祐三,ＦＣ岐阜,多田　大介,野垣内　俊,池田　昇平,金　東權,尾泉　大樹,廣田　隆治,金　正賢,服部　年宏,井上　平,樋口　寛規,佐藤　洸一
14343,2,1,曇時々雨,6.1,80%,池内　明彦,ガイナーレ鳥取,小針　清允,三浦　修,柳楽　智和,戸川　健太,加藤　秀典,奥山　泰裕,三浦　旭人,実信　憲明,森　英次郎,美尾　敦,福井　理人,京都サンガF.C.,水谷　雄一,安藤　淳,秋本　倫孝,染谷　悠太,黄　大城,チョン　ウヨン,中村　充孝,工藤　浩平,中山　博貴,宮吉　拓実,久保　裕也
14358,3,2,晴,18.5,31%,今村　義朗,京都サンガF.C.,水谷　雄一,安藤　淳,染谷　悠太,福村　貴幸,黄　大城,チョン　ウヨン,中村　充孝,工藤　浩平,中山　博貴,宮吉　拓実,長沢　駿,アビスパ福岡,神山　竜一,和田　拓三,堤　俊輔,小原　章吾,キム　ミンジェ,岡田　隆,末吉　隼也,城後　寿,成岡　翔,高橋　泰,坂田　大輔
14362,1,2,晴,14.0,35%,野田　祐樹,ＦＣ町田ゼルビア,相澤　貴志,三鬼　海,太田　康介,津田　和樹,藤田　泰成,柳崎　祥兵,下田　光平,庄司　悦大,鈴木　崇文,勝又　慶典,平本　一樹,東京ヴェルディ,柴崎　貴広,高橋　祥平,土屋　征夫,深津　康太,和田　拓也,小池　純輝,小林　祐希,梶川　諒太,西　紀寛,飯尾　一慶,阿部　拓馬
14370,4,2,晴,17.5,26%,松尾　一,愛媛ＦＣ,秋元　陽太,アライール,浦田　延尚,園田　拓也,内田　健太,トミッチ,村上　巧,赤井　秀一,前野　貴徳,大山　俊輔,有田　光希,アビスパ福岡,神山　竜一,オ　チャンヒョン,畑本　時央,小原　章吾,キム　ミンジェ,末吉　隼也,宮路　洋輔,城後　寿,成岡　翔,坂田　大輔,サミル
14371,1,0,晴,21.6,21%,大西　弘幸,ギラヴァンツ北九州,佐藤　優也,関　光博,宮本　亨,小森田　友明,冨士　祐樹,新井　涼平,木村　祐志,竹内　涼,安田　晃大,池元　友樹,渡　大生,ガイナーレ鳥取,小針　清允,三浦　修,戸川　健太,水本　勝成,加藤　秀典,奥山　泰裕,熊澤　圭祐,小井手　翔太,実信　憲明,美尾　敦,福井　理人
14410,2,1,曇,22.7,71%,飯田　淳平,水戸ホーリーホック,本間　幸司,市川　大祐,加藤　広樹,塩谷　司,輪湖　直樹,西岡　謙太,ロメロ　フランク,小澤　司,島田　祐輝,橋本　晃司,鈴木　隆行,徳島ヴォルティス,オ　スンフン,西嶋　弘之,大久保　裕樹,三木　隆司,那須川　将大,花井　聖,斉藤　大介,衛藤　裕,鈴木　達也,キム　ジョンミン,ジオゴ
14416,1,2,雨,16.5,93%,山内　宏志,ギラヴァンツ北九州,佐藤　優也,関　光博,宮本　亨,登尾　顕徳,冨士　祐樹,新井　涼平,木村　祐志,竹内　涼,端戸　仁,渡　大生,池元　友樹,ジェフユナイテッド千葉,岡本　昌弘,武田　英二郎,竹内　彬,山口　智,大岩　一貴,兵働　昭弘,伊藤　大介,マーク　ミリガン,田中　佑昌,大塚　翔平,藤田　祥史
14418,1,0,曇,23.8,47%,岡部　拓人,カターレ富山,飯田　健巳,平出　涼,福田　俊介,池端　陽介,松原　優吉,吉川　拓也,大西　容平,ソ　ヨンドク,加藤　弘堅,西川　優大,苔口　卓也,ＦＣ岐阜,多田　大介,野田　明弘,田中　秀人,関田　寛士,村上　一樹,廣田　隆治,服部　年宏,李　漢宰,染矢　一樹,井上　平,佐藤　洸一
14438,0,1,晴,22.8,39%,池内　明彦,ファジアーノ岡山,中林　洋次,後藤　圭太,竹田　忠嗣,植田　龍仁朗,澤口　雅彦,千明　聖典,仙石　廉,服部　公太,桒田　慎一朗,金　民均,川又　堅碁,ＦＣ岐阜,多田　大介,野田　明弘,田中　秀人,関田　寛士,村上　一樹,井上　平,李　漢宰,服部　年宏,染矢　一樹,樋口　寛規,佐藤　洸一
14447,3,0,晴,19.7,26%,前田　拓哉,横浜ＦＣ,シュナイダー　潤之介,ペ　スンジン,堀之内　聖,森本　良,阿部　巧,八角　剛史,中里　崇宏,武岡　優斗,髙地　系治,田原　豊,大久保　哲哉,カターレ富山,飯田　健巳,西野　誠,足助　翔,池端　陽介,松原　優吉,吉川　拓也,加藤　弘堅,大西　容平,ソ　ヨンドク,苔口　卓也,黒部　光昭
14451,2,1,晴,18.9,44%,三上　正一郎,ガイナーレ鳥取,小針　清允,尾崎　瑛一郎,戸川　健太,水本　勝成,奥山　泰裕,森　英次郎,加藤　秀典,美尾　敦,小井手　翔太,岡野　雅行,鶴見　聡貴,水戸ホーリーホック,本間　幸司,市川　大祐,尾本　敬,塩谷　司,岡田　佑樹,ロメロ　フランク,西岡　謙太,小澤　司,島田　祐輝,岡本　達也,鈴木　隆行
14477,3,1,曇,23.4,47%,今村　義朗,水戸ホーリーホック,本間　幸司,市川　大祐,塩谷　司,キム　ヨンギ,輪湖　直樹,西岡　謙太,ロメロ　フランク,小澤　司,島田　祐輝,橋本　晃司,鈴木　隆行,栃木ＳＣ,柴崎　邦博,荒堀　謙次,チャ　ヨンファン,柳川　雅樹,菅　和範,高木　和正,パウリーニョ,小野寺　達也,菊岡　拓朗,廣瀬　浩二,サビア
14481,1,0,晴時々曇,25.7,43%,廣瀬　格,ザスパ草津,北　一真,小柳　達司,中村　英之,御厨　貴文,永田　拓也,遠藤　敬佑,松下　裕樹,熊林　親吾,林　勇介,小林　竜樹,金　成勇,アビスパ福岡,神山　竜一,堤　俊輔,古賀　正紘,畑本　時央,尾亦　弘友希,末吉　隼也,鈴木　惇,木原　正和,成岡　翔,城後　寿,坂田　大輔
