id,y,year,stage,match,gameday,time,home,away,stadium,tv
14003,19010,2012,Ｊ１,第２節第１日,03/17(土),14:04,鹿島アントラーズ,川崎フロンターレ,県立カシマサッカースタジアム,スカパー／ｅ２／スカパー光／ＮＨＫ水戸
14020,15072,2012,Ｊ１,第３節第２日,03/25(日),19:03,ガンバ大阪,ジュビロ磐田,万博記念競技場,スカパー／ｅ２／スカパー光
14023,25743,2012,Ｊ１,第４節第１日,03/31(土),15:03,浦和レッズ,川崎フロンターレ,埼玉スタジアム２００２,スカパー／ｅ２／スカパー光／テレ玉
14076,24183,2012,Ｊ１,第１０節第１日,05/06(日),13:03,横浜Ｆ・マリノス,コンサドーレ札幌,日産スタジアム,スカパー／ｅ２／スカパー光
14081,20512,2012,Ｊ１,第１０節第１日,05/06(日),17:03,名古屋グランパス,川崎フロンターレ,豊田スタジアム,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）／名古屋テレビ（録）
14086,7833,2012,Ｊ１,第１１節第１日,05/12(土),14:04,サガン鳥栖,大宮アルディージャ,ベストアメニティスタジアム,スカパー／ｅ２／スカパー光
14091,14825,2012,Ｊ１,第１１節第１日,05/12(土),18:34,ヴィッセル神戸,名古屋グランパス,ノエビアスタジアム神戸,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）
14099,16317,2012,Ｊ１,第１２節第１日,05/19(土),18:33,ベガルタ仙台,名古屋グランパス,ユアテックスタジアム仙台,スカパー／ｅ２／スカパー光
14125,39545,2012,Ｊ１,第１５節第１日,06/23(土),19:04,浦和レッズ,ベガルタ仙台,埼玉スタジアム２００２,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１／テレ玉
14147,14092,2012,Ｊ１,第１８節第１日,07/14(土),18:03,清水エスパルス,柏レイソル,ＩＡＩスタジアム日本平,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）
14153,26534,2012,Ｊ１,第１８節第１日,07/14(土),19:04,セレッソ大阪,鹿島アントラーズ,ヤンマースタジアム長居,スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１
14174,11945,2012,Ｊ１,第２１節第１日,08/11(土),14:03,コンサドーレ札幌,ベガルタ仙台,札幌ドーム,スカパー／ｅ２／スカパー光
14176,14649,2012,Ｊ１,第２１節第１日,08/11(土),18:34,鹿島アントラーズ,ジュビロ磐田,県立カシマサッカースタジアム,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）
14180,11992,2012,Ｊ１,第２１節第１日,08/11(土),19:03,横浜Ｆ・マリノス,アルビレックス新潟,ニッパツ三ツ沢球技場,スカパー／ｅ２／スカパー光（ＴＢＳチャンネル）
14182,14161,2012,Ｊ１,第２１節第１日,08/11(土),19:04,ヴィッセル神戸,浦和レッズ,ノエビアスタジアム神戸,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　１）
14190,30354,2012,Ｊ１,第２２節第１日,08/18(土),19:04,名古屋グランパス,ガンバ大阪,豊田スタジアム,スカパー／ｅ２／スカパー光
14191,11933,2012,Ｊ１,第２２節第１日,08/18(土),19:05,サガン鳥栖,清水エスパルス,ベストアメニティスタジアム,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）
14197,15056,2012,Ｊ１,第２３節第１日,08/25(土),19:04,ガンバ大阪,コンサドーレ札幌,万博記念競技場,スカパー／ｅ２／スカパー光
14201,10783,2012,Ｊ１,第２４節第１日,09/01(土),14:03,コンサドーレ札幌,清水エスパルス,札幌ドーム,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）
14210,10012,2012,Ｊ１,第２５節第１日,09/15(土),18:33,大宮アルディージャ,サガン鳥栖,熊谷スポーツ文化公園陸上競技場,スカパー／ｅ２／スカパー光
14211,10445,2012,Ｊ１,第２５節第１日,09/15(土),19:04,柏レイソル,コンサドーレ札幌,日立柏サッカー場,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）
14212,18088,2012,Ｊ１,第２５節第１日,09/15(土),19:03,川崎フロンターレ,鹿島アントラーズ,等々力陸上競技場,スカパー／ｅ２／スカパー光（Ｊ　ＳＰＯＲＴＳ　４）
14228,11316,2012,Ｊ１,第２７節第１日,09/29(土),16:03,大宮アルディージャ,横浜Ｆ・マリノス,ＮＡＣＫ５スタジアム大宮,スカパー／ｅ２／スカパー光
14230,22165,2012,Ｊ１,第２７節第１日,09/29(土),14:05,ＦＣ東京,ジュビロ磐田,味の素スタジアム,スカパー／ｅ２／スカパー光（スカイ・Ａ　ｓｐｏｒｔｓ＋）／ＮＨＫ　ＢＳ１
14231,20909,2012,Ｊ１,第２７節第１日,09/29(土),19:04,川崎フロンターレ,コンサドーレ札幌,等々力陸上競技場,スカパー／ｅ２／スカパー光
14253,24839,2012,Ｊ１,第２９節第１日,10/20(土),19:05,サンフレッチェ広島,柏レイソル,エディオンスタジアム広島,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１
14258,10753,2012,Ｊ１,第３０節第１日,10/27(土),14:04,ジュビロ磐田,ベガルタ仙台,ヤマハスタジアム（磐田）,スカパー！／スカパー！プレミアムサービス／ＮＨＫ総合／静岡放送
14280,8978,2012,Ｊ１,第３２節第１日,11/17(土),14:05,ジュビロ磐田,名古屋グランパス,ヤマハスタジアム（磐田）,スカパー！／スカパー！プレミアムサービス／ＮＨＫ静岡
14295,28055,2012,Ｊ１,第３４節第１日,12/01(土),15:33,アルビレックス新潟,コンサドーレ札幌,デンカビッグスワンスタジアム,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１（録）／ＮＨＫ新潟
14296,14729,2012,Ｊ１,第３４節第１日,12/01(土),15:34,清水エスパルス,大宮アルディージャ,ＩＡＩスタジアム日本平,スカパー！／スカパー！プレミアムサービス／テレビ静岡
14298,18487,2012,Ｊ１,第３４節第１日,12/01(土),15:34,セレッソ大阪,川崎フロンターレ,ヤンマースタジアム長居,スカパー！／スカパー！プレミアムサービス
14307,11479,2012,Ｊ２,第１節第１日,03/04(日),15:34,ジェフユナイテッド千葉,モンテディオ山形,フクダ電子アリーナ,スカパー／ｅ２／スカパー光
14316,4009,2012,Ｊ２,第２節第１日,03/11(日),13:03,ギラヴァンツ北九州,ファジアーノ岡山,北九州市立本城陸上競技場,スカパー／ｅ２（録）／スカパー光
14318,7020,2012,Ｊ２,第２節第１日,03/11(日),16:05,東京ヴェルディ,ヴァンフォーレ甲府,味の素スタジアム,スカパー／ｅ２／スカパー光
14319,7026,2012,Ｊ２,第２節第１日,03/11(日),16:04,横浜ＦＣ,愛媛ＦＣ,ニッパツ三ツ沢球技場,スカパー／ｅ２／スカパー光
14322,6315,2012,Ｊ２,第３節第１日,03/17(土),13:04,モンテディオ山形,大分トリニータ,ＮＤソフトスタジアム山形,スカパー／ｅ２／スカパー光
14328,3470,2012,Ｊ２,第３節第１日,03/17(土),16:06,カターレ富山,東京ヴェルディ,富山県総合運動公園陸上競技場,スカパー／ｅ２（録）／スカパー光
14331,6959,2012,Ｊ２,第３節第１日,03/17(土),19:03,ジェフユナイテッド千葉,横浜ＦＣ,フクダ電子アリーナ,スカパー／ｅ２／スカパー光
14338,6065,2012,Ｊ２,第４節第１日,03/20(火・祝),16:04,湘南ベルマーレ,ＦＣ岐阜,Ｓｈｏｎａｎ　ＢＭＷスタジアム平塚,スカパー／ｅ２／スカパー光
14343,2781,2012,Ｊ２,第４節第１日,03/20(火・祝),19:03,ガイナーレ鳥取,京都サンガF.C.,とりぎんバードスタジアム,スカパー／ｅ２／スカパー光
14358,7224,2012,Ｊ２,第６節第１日,04/01(日),13:05,京都サンガF.C.,アビスパ福岡,鹿児島県立鴨池陸上競技場 ,スカパー／ｅ２／スカパー光／ＫＢＳ京都（録）
14362,6288,2012,Ｊ２,第６節第１日,04/01(日),16:04,ＦＣ町田ゼルビア,東京ヴェルディ,町田市立陸上競技場,スカパー／ｅ２／スカパー光
14370,3035,2012,Ｊ２,第７節第１日,04/08(日),13:04,愛媛ＦＣ,アビスパ福岡,ニンジニアスタジアム,スカパー／ｅ２／スカパー光／ＮＨＫ松山
14371,3230,2012,Ｊ２,第７節第１日,04/08(日),13:03,ギラヴァンツ北九州,ガイナーレ鳥取,北九州市立本城陸上競技場,スカパー／ｅ２（録）／スカパー光
14410,4222,2012,Ｊ２,第１１節第１日,04/30(月・休),13:04,水戸ホーリーホック,徳島ヴォルティス,ケーズデンキスタジアム水戸,スカパー／ｅ２／スカパー光
14416,2112,2012,Ｊ２,第１１節第１日,04/30(月・休),15:03,ギラヴァンツ北九州,ジェフユナイテッド千葉,北九州市立本城陸上競技場,スカパー／ｅ２（スカイ・Ａ　ｓｐｏｒｔｓ＋）／スカパー光
14418,3466,2012,Ｊ２,第１１節第１日,04/30(月・休),16:04,カターレ富山,ＦＣ岐阜,富山県総合運動公園陸上競技場,スカパー／ｅ２／スカパー光
14438,9534,2012,Ｊ２,第１３節第１日,05/06(日),16:03,ファジアーノ岡山,ＦＣ岐阜,シティライトスタジアム,スカパー／ｅ２／スカパー光
14447,5259,2012,Ｊ２,第１４節第２日,05/13(日),13:04,横浜ＦＣ,カターレ富山,ニッパツ三ツ沢球技場,スカパー／ｅ２／スカパー光
14451,2501,2012,Ｊ２,第１４節第２日,05/13(日),16:03,ガイナーレ鳥取,水戸ホーリーホック,とりぎんバードスタジアム,スカパー／ｅ２／スカパー光
14477,4413,2012,Ｊ２,第１７節第２日,06/02(土),13:04,水戸ホーリーホック,栃木ＳＣ,ケーズデンキスタジアム水戸,スカパー／ｅ２／スカパー光／ＮＨＫ水戸
14481,2616,2012,Ｊ２,第１７節第２日,06/02(土),15:04,ザスパ草津,アビスパ福岡,正田醤油スタジアム群馬,スカパー／ｅ２／スカパー光／群馬テレビ
14486,3670,2012,Ｊ２,第１７節第２日,06/02(土),17:03,東京ヴェルディ,大分トリニータ,味の素スタジアム,スカパー／ｅ２／スカパー光
14487,3127,2012,Ｊ２,第１８節第１日,06/07(木),19:03,ロアッソ熊本,水戸ホーリーホック,うまかな・よかなスタジアム,スカパー／ｅ２／スカパー光
14511,3225,2012,Ｊ２,第２０節第１日,06/17(日),18:04,ＦＣ町田ゼルビア,モンテディオ山形,町田市立陸上競技場,スカパー／ｅ２／スカパー光
14518,7628,2012,Ｊ２,第２０節第１日,06/17(日),19:04,京都サンガF.C.,ザスパ草津,京都市西京極総合運動公園陸上競技場兼球技場,スカパー／ｅ２／スカパー光／ＫＢＳ京都
14525,7623,2012,Ｊ２,第２１節第１日,06/24(日),18:03,ファジアーノ岡山,ヴァンフォーレ甲府,シティライトスタジアム,スカパー／ｅ２／スカパー光
14537,6878,2012,Ｊ２,第２２節第１日,07/01(日),18:05,大分トリニータ,カターレ富山,大分銀行ドーム,スカパー／ｅ２／スカパー光
14544,2478,2012,Ｊ２,第２３節第１日,07/08(日),18:03,ガイナーレ鳥取,栃木ＳＣ,とりぎんバードスタジアム,スカパー／ｅ２／スカパー光
14547,5061,2012,Ｊ２,第２３節第１日,07/08(日),18:03,アビスパ福岡,徳島ヴォルティス,レベルファイブスタジアム,スカパー／ｅ２（スカイ・Ａ　ｓｐｏｒｔｓ＋）／スカパー光
14554,4151,2012,Ｊ２,第２４節第１日,07/15(日),18:04,東京ヴェルディ,ガイナーレ鳥取,味の素スタジアム,スカパー／ｅ２／スカパー光
14561,9457,2012,Ｊ２,第２４節第１日,07/15(日),19:04,ファジアーノ岡山,徳島ヴォルティス,シティライトスタジアム,スカパー／ｅ２／スカパー光
14566,9687,2012,Ｊ２,第２５節第１日,07/22(日),18:03,横浜ＦＣ,ガイナーレ鳥取,ニッパツ三ツ沢球技場,スカパー／ｅ２／スカパー光
14577,12105,2012,Ｊ２,第２６節第１日,07/29(日),18:03,ヴァンフォーレ甲府,東京ヴェルディ,山梨中銀スタジアム,スカパー／ｅ２／スカパー光
14603,2272,2012,Ｊ２,第２８節第１日,08/12(日),19:04,ザスパ草津,ＦＣ岐阜,熊谷スポーツ文化公園陸上競技場,スカパー／ｅ２／スカパー光
14614,2434,2012,Ｊ２,第２９節第１日,08/19(日),19:04,ＦＣ岐阜,ファジアーノ岡山,岐阜メモリアルセンター長良川球技メドウ,スカパー／ｅ２／スカパー光
14640,2844,2012,Ｊ２,第３１節第１日,08/26(日),19:04,ザスパ草津,京都サンガF.C.,熊谷スポーツ文化公園陸上競技場,スカパー／ｅ２／スカパー光
14658,3161,2012,Ｊ２,第３３節第１日,09/14(金),19:04,カターレ富山,ジェフユナイテッド千葉,富山県総合運動公園陸上競技場,スカパー／ｅ２／スカパー光
14675,8514,2012,Ｊ２,第３５節第１日,09/23(日),16:03,ジェフユナイテッド千葉,東京ヴェルディ,フクダ電子アリーナ,スカパー／ｅ２／スカパー光
14678,6466,2012,Ｊ２,第３５節第１日,09/23(日),13:04,松本山雅ＦＣ,ガイナーレ鳥取,松本平広域公園総合球技場,スカパー／ｅ２／スカパー光
14688,2859,2012,Ｊ２,第３６節第１日,09/30(日),14:06,ＦＣ町田ゼルビア,大分トリニータ,町田市立陸上競技場,スカパー／ｅ２（スカイ・Ａ　ｓｐｏｒｔｓ＋）／スカパー光
14692,10902,2012,Ｊ２,第３６節第１日,09/30(日),15:03,アビスパ福岡,横浜ＦＣ,レベルファイブスタジアム,スカパー／ｅ２／スカパー光
14701,8645,2012,Ｊ２,第３７節第２日,10/07(日),16:04,東京ヴェルディ,ＦＣ町田ゼルビア,味の素スタジアム,スカパー！／スカパー！プレミアムサービス
14705,3292,2012,Ｊ２,第３７節第２日,10/07(日),13:03,ギラヴァンツ北九州,松本山雅ＦＣ,北九州市立本城陸上競技場,スカパー！／スカパー！プレミアムサービス
14711,9361,2012,Ｊ２,第３８節第１日,10/14(日),16:03,松本山雅ＦＣ,徳島ヴォルティス,松本平広域公園総合球技場,スカパー！／スカパー！プレミアムサービス
14712,2797,2012,Ｊ２,第３８節第１日,10/14(日),19:04,ＦＣ岐阜,モンテディオ山形,岐阜メモリアルセンター長良川球技メドウ,スカパー！／スカパー！プレミアムサービス／名古屋テレビ（録）
14720,5264,2012,Ｊ２,第３９節第１日,10/21(日),16:04,東京ヴェルディ,栃木ＳＣ,味の素スタジアム,スカパー！／スカパー！プレミアムサービス
14724,10275,2012,Ｊ２,第３９節第１日,10/21(日),13:05,京都サンガF.C.,ＦＣ岐阜,京都市西京極総合運動公園陸上競技場兼球技場,スカパー！／スカパー！プレミアムサービス／ＮＨＫ京都／ＫＢＳ京都（録）
14733,4899,2012,Ｊ２,第４０節第１日,10/28(日),18:05,横浜ＦＣ,ザスパ草津,ニッパツ三ツ沢球技場,スカパー！／スカパー！プレミアムサービス
14734,3205,2012,Ｊ２,第４０節第１日,10/28(日),16:04,カターレ富山,湘南ベルマーレ,富山県総合運動公園陸上競技場,スカパー！／スカパー！プレミアムサービス
14743,10674,2012,Ｊ２,第４１節第１日,11/04(日),16:04,湘南ベルマーレ,ガイナーレ鳥取,Ｓｈｏｎａｎ　ＢＭＷスタジアム平塚,スカパー！／スカパー！プレミアムサービス
14750,17028,2012,Ｊ２,第４１節第１日,11/04(日),13:05,大分トリニータ,モンテディオ山形,大分銀行ドーム,スカパー！／スカパー！プレミアムサービス
14753,5765,2012,Ｊ２,第４２節第１日,11/11(日),13:05,ザスパ草津,東京ヴェルディ,正田醤油スタジアム群馬,スカパー！／スカパー！プレミアムサービス／群馬テレビ
14755,8034,2012,Ｊ２,第４２節第１日,11/11(日),13:03,横浜ＦＣ,ＦＣ岐阜,ニッパツ三ツ沢球技場,スカパー！／スカパー！プレミアムサービス
14758,12296,2012,Ｊ２,第４２節第１日,11/11(日),13:04,京都サンガF.C.,ヴァンフォーレ甲府,京都市西京極総合運動公園陸上競技場兼球技場,スカパー！／スカパー！プレミアムサービス／ＮＨＫ京都／ＫＢＳ京都（録）
14760,3461,2012,Ｊ２,第４２節第１日,11/11(日),13:04,徳島ヴォルティス,ジェフユナイテッド千葉,鳴門・大塚スポーツパーク　ポカリスエットスタジアム,スカパー！／スカパー！プレミアムサービス
14839,15051,2013,Ｊ１,第１節第１日,03/02(土),14:05,セレッソ大阪,アルビレックス新潟,ヤンマースタジアム長居,スカパー！／スカパー！プレミアムサービス／ＮＨＫ大阪／ＮＨＫ新潟
14841,12728,2013,Ｊ１,第１節第１日,03/02(土),14:04,サガン鳥栖,鹿島アントラーズ,ベストアメニティスタジアム,スカパー！／スカパー！プレミアムサービス／ＮＨＫ佐賀／ＮＨＫ水戸
14845,28118,2013,Ｊ１,第２節第１日,03/09(土),13:04,アルビレックス新潟,サンフレッチェ広島,デンカビッグスワンスタジアム,スカパー！／スカパー！プレミアムサービス／新潟総合テレビ
14847,26256,2013,Ｊ１,第２節第１日,03/09(土),14:04,ＦＣ東京,柏レイソル,味の素スタジアム,スカパー！／スカパー！プレミアムサービス／ＴＯＫＹＯ　ＭＸ
14850,21657,2013,Ｊ１,第２節第１日,03/09(土),15:04,川崎フロンターレ,大分トリニータ,国立競技場,スカパー！／スカパー！プレミアムサービス
14856,8716,2013,Ｊ１,第３節第１日,03/16(土),14:04,サガン鳥栖,川崎フロンターレ,ベストアメニティスタジアム,スカパー！／スカパー！プレミアムサービス
14861,11230,2013,Ｊ１,第３節第１日,03/16(土),19:04,ヴァンフォーレ甲府,名古屋グランパス,山梨中銀スタジアム,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１
14864,13721,2013,Ｊ１,第４節第１日,03/30(土),13:04,セレッソ大阪,ベガルタ仙台,ヤンマースタジアム長居,スカパー！／スカパー！プレミアムサービス
14865,8741,2013,Ｊ１,第４節第１日,03/30(土),14:04,ジュビロ磐田,サガン鳥栖,ヤマハスタジアム（磐田）,スカパー！／スカパー！プレミアムサービス
14866,11492,2013,Ｊ１,第４節第１日,03/30(土),15:03,大宮アルディージャ,鹿島アントラーズ,ＮＡＣＫ５スタジアム大宮,スカパー！／スカパー！プレミアムサービス
14873,13859,2013,Ｊ１,第５節第１日,04/06(土),14:03,ＦＣ東京,大宮アルディージャ,味の素スタジアム,スカパー！／スカパー！プレミアムサービス／ＴＯＫＹＯ　ＭＸ
14882,13655,2013,Ｊ１,第６節第１日,04/13(土),14:04,ベガルタ仙台,ＦＣ東京,ユアテックスタジアム仙台,スカパー！／スカパー！プレミアムサービス
14898,21415,2013,Ｊ１,第７節第１日,04/20(土),19:04,アルビレックス新潟,横浜Ｆ・マリノス,デンカビッグスワンスタジアム,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１
14907,14359,2013,Ｊ１,第８節第３日,04/28(日),16:04,ベガルタ仙台,サガン鳥栖,ユアテックスタジアム仙台,スカパー！／スカパー！プレミアムサービス／ＮＨＫ仙台／ＮＨＫ佐賀
14923,16760,2013,Ｊ１,第１０節第１日,05/06(月・休),16:04,大分トリニータ,サガン鳥栖,大分銀行ドーム,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１
14933,7754,2013,Ｊ１,第１１節第１日,05/11(土),17:03,ヴァンフォーレ甲府,清水エスパルス,山梨中銀スタジアム,スカパー！／スカパー！プレミアムサービス
14934,46649,2013,Ｊ１,第１１節第１日,05/11(土),19:03,浦和レッズ,鹿島アントラーズ,埼玉スタジアム２００２,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１／テレ玉
14935,17161,2013,Ｊ１,第１２節第１日,05/18(土),14:06,鹿島アントラーズ,名古屋グランパス,県立カシマサッカースタジアム,スカパー！／スカパー！プレミアムサービス／ＮＨＫ水戸
14943,24003,2013,Ｊ１,第１２節第１日,05/18(土),19:04,ＦＣ東京,清水エスパルス,味の素スタジアム,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１／ＴＯＫＹＯ　ＭＸ
14969,7067,2013,Ｊ１,第１５節第１日,07/10(水),19:05,大分トリニータ,ベガルタ仙台,大分銀行ドーム,スカパー！／スカパー！プレミアムサービス
14979,19244,2013,Ｊ１,第１６節第１日,07/13(土),19:05,サンフレッチェ広島,セレッソ大阪,エディオンスタジアム広島,スカパー！／スカパー！プレミアムサービス
14987,7104,2013,Ｊ１,第１７節第１日,07/17(水),19:05,大分トリニータ,名古屋グランパス,大分銀行ドーム,スカパー！／スカパー！プレミアムサービス
15002,22309,2013,Ｊ１,第１９節第１日,08/03(土),19:04,ＦＣ東京,大分トリニータ,味の素スタジアム,スカパー！／スカパー！プレミアムサービス
15005,14272,2013,Ｊ１,第１９節第１日,08/03(土),19:04,ジュビロ磐田,名古屋グランパス,ヤマハスタジアム（磐田）,スカパー！／スカパー！プレミアムサービス
15010,12093,2013,Ｊ１,第２０節第１日,08/10(土),19:03,大宮アルディージャ,セレッソ大阪,ＮＡＣＫ５スタジアム大宮,スカパー！／スカパー！プレミアムサービス／テレ玉
15011,17864,2013,Ｊ１,第２０節第１日,08/10(土),19:04,川崎フロンターレ,ＦＣ東京,等々力陸上競技場,スカパー！／スカパー！プレミアムサービス
15013,30478,2013,Ｊ１,第２０節第１日,08/10(土),19:04,名古屋グランパス,浦和レッズ,豊田スタジアム,スカパー！／スカパー！プレミアムサービス／中京テレビ（録）
15026,17608,2013,Ｊ１,第２２節第１日,08/24(土),19:04,鹿島アントラーズ,横浜Ｆ・マリノス,県立カシマサッカースタジアム,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１
15038,9033,2013,Ｊ１,第２３節第１日,08/28(水),19:03,ヴァンフォーレ甲府,サンフレッチェ広島,山梨中銀スタジアム,スカパー！／スカパー！プレミアムサービス
15041,9777,2013,Ｊ１,第２３節第１日,08/28(水),19:04,名古屋グランパス,大分トリニータ,名古屋市瑞穂陸上競技場,スカパー！／スカパー！プレミアムサービス
15049,13896,2013,Ｊ１,第２４節第１日,08/31(土),19:06,サンフレッチェ広島,ＦＣ東京,エディオンスタジアム広島,スカパー！／スカパー！プレミアムサービス／ＮＨＫ　ＢＳ１
